region_name_policy,baseline_age_threshold,baseline_claim_unit,baseline_resource_concept,baseline_wealth_test,baseline_labour_test,baseline_age_rule_type,baseline_allowed_hh_types,baseline_exclude_threeplus_adults,baseline_threeplus_rule,baseline_nonobservable_conditions_ignored,baseline_restricted_design,baseline_restriction_rationale,baseline_conditionality_profile,baseline_apply_active_inclusion_gate,baseline_relax_labour_gate,baseline_non_takeup_group,baseline_scheme_structure,baseline_amount_topup_factor,baseline_main_included,baseline_amount_method,nuts_code,source_year,year,assumption_no_change,assumption_note,program_name,simple_schedule,hh_rule_type,amount_simulable,max_amount,max_hh_size_listed,amount_simulation_notes,source_amount,notes_amount,baseline_has_listed_schedule,baseline_formula_region,baseline_needs_special_handling,labour_gate_profile,labour_gate_profile_note
Navarra,18,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,all_household_types,False,allow_all,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,guaranteed_soft,False,True,none,guaranteed_income,1.0,True,simple_schedule,ES22,2017,2017,True,2017 baseline operational rules carried forward to 2018-2019,Renta Garantizada,True,size_schedule,True,1200.0,7,,Dato sulla RMI 2017.pdf - Cuadro 2,,True,False,False,none,Guaranteed income scheme (Renta Garantizada); no labour status condition
Navarra,18,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,all_household_types,False,allow_all,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,guaranteed_soft,False,True,none,guaranteed_income,1.0,True,simple_schedule,ES22,2017,2018,True,2017 baseline operational rules carried forward to 2018-2019,Renta Garantizada,True,size_schedule,True,1200.0,7,,Dato sulla RMI 2017.pdf - Cuadro 2,,True,False,False,none,Guaranteed income scheme (Renta Garantizada); no labour status condition
Navarra,18,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,all_household_types,False,allow_all,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,guaranteed_soft,False,True,none,guaranteed_income,1.0,True,simple_schedule,ES22,2017,2019,True,2017 baseline operational rules carried forward to 2018-2019,Renta Garantizada,True,size_schedule,True,1200.0,7,,Dato sulla RMI 2017.pdf - Cuadro 2,,True,False,False,none,Guaranteed income scheme (Renta Garantizada); no labour status condition
Basque Country,23,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,all_household_types,False,allow_all,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,guaranteed_soft,False,True,none,guaranteed_income_plus_supplements,1.15,True,simple_schedule,ES21,2017,2017,True,2017 baseline operational rules carried forward to 2018-2019,Renta de Garantía de Ingresos,True,size_schedule,True,901.94,4,Table amounts used; supplements not simulated,Dato sulla RMI 2017.pdf - Cuadro 8 / Cuadro 13,Report mentions supplements; stored amounts are table amounts,True,False,False,none,Guaranteed income scheme (RGI); no labour status condition
Basque Country,23,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,all_household_types,False,allow_all,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,guaranteed_soft,False,True,none,guaranteed_income_plus_supplements,1.15,True,simple_schedule,ES21,2017,2018,True,2017 baseline operational rules carried forward to 2018-2019,Renta de Garantía de Ingresos,True,size_schedule,True,901.94,4,Table amounts used; supplements not simulated,Dato sulla RMI 2017.pdf - Cuadro 8 / Cuadro 13,Report mentions supplements; stored amounts are table amounts,True,False,False,none,Guaranteed income scheme (RGI); no labour status condition
Basque Country,23,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,all_household_types,False,allow_all,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,guaranteed_soft,False,True,none,guaranteed_income_plus_supplements,1.15,True,simple_schedule,ES21,2017,2019,True,2017 baseline operational rules carried forward to 2018-2019,Renta de Garantía de Ingresos,True,size_schedule,True,901.94,4,Table amounts used; supplements not simulated,Dato sulla RMI 2017.pdf - Cuadro 8 / Cuadro 13,Report mentions supplements; stored amounts are table amounts,True,False,False,none,Guaranteed income scheme (RGI); no labour status condition
La Rioja,23,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,single_adult_single_parent_two_adults_plus_restricted_threeplus,False,exclude_if_multi_nucleus_proxy,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,mixed,False,False,none,mixed_schemes,1.0,True,simple_schedule,ES23,2017,2017,True,2017 baseline operational rules carried forward to 2018-2019,Renta de Ciudadanía,True,size_schedule,True,672.3,4,Using RC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,2017 coexistence with IMI/AIS; using RC from 2017 onward,True,False,False,standard,RC standard conditionality; unemployed or nonworking required
La Rioja,23,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,single_adult_single_parent_two_adults_plus_restricted_threeplus,False,exclude_if_multi_nucleus_proxy,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,mixed,False,False,none,mixed_schemes,1.0,True,simple_schedule,ES23,2017,2018,True,2017 baseline operational rules carried forward to 2018-2019,Renta de Ciudadanía,True,size_schedule,True,672.3,4,Using RC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,2017 coexistence with IMI/AIS; using RC from 2017 onward,True,False,False,standard,RC standard conditionality; unemployed or nonworking required
La Rioja,23,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,single_adult_single_parent_two_adults_plus_restricted_threeplus,False,exclude_if_multi_nucleus_proxy,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,mixed,False,False,none,mixed_schemes,1.0,True,simple_schedule,ES23,2017,2019,True,2017 baseline operational rules carried forward to 2018-2019,Renta de Ciudadanía,True,size_schedule,True,672.3,4,Using RC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,2017 coexistence with IMI/AIS; using RC from 2017 onward,True,False,False,standard,RC standard conditionality; unemployed or nonworking required
Valencia,23,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,single_adult_single_parent_two_adults_plus_restricted_threeplus,False,exclude_if_multi_nucleus_proxy,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,standard,True,False,medium,classic_rmi,1.0,True,simple_schedule,ES52,2017,2017,True,2017 baseline operational rules carried forward to 2018-2019,Renta Garantizada de Ciudadanía,True,size_schedule,True,623.03,8,Partial schedule; cap applies,Dato sulla RMI 2017.pdf - Cuadro 2,Partial schedule; cap applies,True,False,False,standard,Classic RMI; RP must be unemployed or all working-age members nonworking
Valencia,23,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,single_adult_single_parent_two_adults_plus_restricted_threeplus,False,exclude_if_multi_nucleus_proxy,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,standard,True,False,medium,classic_rmi,1.0,True,simple_schedule,ES52,2017,2018,True,2017 baseline operational rules carried forward to 2018-2019,Renta Garantizada de Ciudadanía,True,size_schedule,True,623.03,8,Partial schedule; cap applies,Dato sulla RMI 2017.pdf - Cuadro 2,Partial schedule; cap applies,True,False,False,standard,Classic RMI; RP must be unemployed or all working-age members nonworking
Valencia,23,restricted_household_proxy,income_before_transfers_monthly,proxy_asset_exclusion_strict,none,responsible_person_then_household_fallback,single_adult_single_parent_two_adults_plus_restricted_threeplus,False,exclude_if_multi_nucleus_proxy,True,True,Restricted baseline to reduce oversimulation when exact legal claim unit is not observed,standard,True,False,medium,classic_rmi,1.0,True,simple_schedule,ES52,2017,2019,True,2017 baseline operational rules carried forward to 2018-2019,Renta Garantizada de Ciudadanía,True,size_schedule,True,623.03,8,Partial schedule; cap applies,Dato sulla RMI 2017.pdf - Cuadro 2,Partial schedule; cap applies,True,False,False,standard,Classic RMI; RP must be unemployed or all working-age members nonworking
